tau,start_id,ok,optimization_status,solution_status,objective,risk,return,mu_w,kkt_stationarity,kkt_feasibility,kkt_complementarity,gap_to_best,reached_best,solve_time_s,n_iterations,n_selected,selected_assets
0.9511759691218709,rand4,True,SUCCESS,FEASIBLE_KKT_POINT,-0.04237794793311423,0.03503484898433636,-0.08138640948731955,0.08138640948731955,4.799513083749911e-16,0.0,0.0,0.6641826461046973,False,0.002748959988821298,4,4,3|9|23|37
1.3503140378698735,cont,True,SUCCESS,FEASIBLE_KKT_POINT,-0.18346937663934496,0.010571617744526498,-0.1437006421780018,0.1437006421780018,4.509747244882934e-16,0.0,0.0,0.0,True,0.00242076299036853,2,4,5|7|19|47
1.3503140378698735,rand0,True,SUCCESS,FEASIBLE_KKT_POINT,-0.07270175043113324,0.017174994327985856,-0.06655988328529863,0.06655988328529863,8.703265175366656e-16,0.0,0.0,0.6037390448289881,False,0.002702188998227939,3,5,2|5|7|14|33
1.3503140378698735,rand1,True,SUCCESS,FEASIBLE_KKT_POINT,-0.1477295600072432,0.012202865529177376,-0.11844091155914716,0.11844091155914716,1.3533789597709557e-15,0.0,0.0,0.19479990223198138,False,0.0026613690133672208,3,5,1|5|18|39|48
1.3503140378698735,rand2,True,SUCCESS,FEASIBLE_KKT_POINT,-0.10348016973091854,0.021741240732307533,-0.09273502826110244,0.09273502826110244,1.1031765789309518e-15,0.0,0.0,0.4359812431544326,False,0.002702794998185709,3,5,8|13|21|32|48
1.3503140378698735,rand3,True,SUCCESS,FEASIBLE_KKT_POINT,-0.1492698588336646,0.013566595143853718,-0.12059154345636039,0.12059154345636039,2.4266716784560215e-15,0.0,0.0,0.18640450211329648,False,0.002722354984143749,4,5,18|23|36|39|46
1.3503140378698735,rand4,True,SUCCESS,FEASIBLE_KKT_POINT,-0.13309828028636625,0.013505518287639332,-0.10857015069270384,0.10857015069270384,1.1071451815253289e-14,0.0,0.0,0.2745477053193524,False,0.002684515027794987,3,5,8|11|22|47|48
1.9169407765334556,cont,True,SUCCESS,FEASIBLE_KKT_POINT,-0.26505616225328826,0.011506653140039184,-0.14427300977626248,0.14427300977626248,3.925231146709438e-16,0.0,0.0,0.04062124250499197,False,0.0023650100047234446,2,4,5|7|19|47
1.9169407765334556,rand0,True,SUCCESS,FEASIBLE_KKT_POINT,-0.2762789567546872,0.020188872125437903,-0.15465674918567365,0.15465674918567365,1.3888885600717775e-15,0.0,0.0,0.0,True,0.002684719016542658,4,3,6|38|47
1.9169407765334556,rand1,True,SUCCESS,FEASIBLE_KKT_POINT,-0.24172864633861346,0.020595594669292505,-0.13684525063016612,0.13684525063016612,1.6478596877825236e-14,0.0,0.0,0.12505588851859795,False,0.002690638997592032,4,7,1|2|3|25|41|47|49
1.9169407765334556,rand2,True,SUCCESS,FEASIBLE_KKT_POINT,-0.18593272036487024,0.016020432292979333,-0.10535179549107211,0.10535179549107211,4.815873566276067e-15,0.0,0.0,0.3270109220432229,False,0.002647957007866353,4,5,19|20|21|23|36
1.9169407765334556,rand3,True,SUCCESS,FEASIBLE_KKT_POINT,-0.13854835864267595,0.08046319631557602,-0.11425055882754323,0.11425055882754323,6.620737537031165e-16,0.0,0.0,0.4985200455704851,False,0.0027629639953374863,4,3,6|13|42
1.9169407765334556,rand4,True,SUCCESS,FEASIBLE_KKT_POINT,-0.1825135358650583,0.03448927082800324,-0.11320266611756447,0.11320266611756447,2.884444029575346e-16,0.0,0.0,0.33938676325806977,False,0.0027159999881405383,4,4,10|22|34|41
2.7213387683753085,cont,True,SUCCESS,FEASIBLE_KKT_POINT,-0.400744232651866,0.020533096451403308,-0.1548051767750988,0.1548051767750988,3.3306690738754696e-16,0.0,0.0,0.0,True,0.002388285007327795,2,3,6|38|47
2.7213387683753085,rand0,True,SUCCESS,FEASIBLE_KKT_POINT,-0.32846523102411096,0.03767655743733102,-0.13454472949725244,0.13454472949725244,4.710277376051325e-16,0.0,0.0,0.18036192598276216,False,0.0026677649875637144,4,3,11|25|41
2.7213387683753085,rand1,True,SUCCESS,FEASIBLE_KKT_POINT,-0.26187397188675177,0.015112351164549353,-0.10178310994212134,0.10178310994212134,1.5879003379279724e-15,2.220446049250313e-16,5.479208658392173e-17,0.3465309028799097,False,0.0027302050148136914,4,4,18|23|33|35
2.7213387683753085,rand2,True,SUCCESS,FEASIBLE_KKT_POINT,-0.3706843710313375,0.022040203504076247,-0.14431300472372938,0.14431300472372938,1.0016206824048484e-15,0.0,0.0,0.07501009165256543,False,0.0027659159968607128,4,3,24|39|41
